Source,Type,Name,Versions,Sample,Related,Unit,Meaning
STATUS,counter,Innodb_page_compression_trim_sect8192,10.1,0,,,Number of TRIM operations performed for the page-compression/NVM Compression workload for the 8KiB block-size
STATUS,setting,Innodb_page_size,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,16384,,bytes,"Page size used by InnoDB. Defaults to 16KB, can be compiled with a different value"
STATUS,counter,Innodb_pages0_read,5.7;10.1;10.2;10.3,24146,,ops,Counter for keeping track of reads of the first page of InnoDB data files
STATUS,gauge,Innodb_purge_trx_id,5.7;10.1,4173390532,,number,oldest transaction id whose records have not yet been purged
STATUS,state,Innodb_purge_undo_no,5.7;10.1,0,,number,
STATUS,state,Innodb_read_views_memory,10.1,912,,,
STATUS,setting,Innodb_redo_log_enabled,8,ON,,text,Whether redo logging is enabled or disabled. Introduced in MySQL 8.0.21
STATUS,gauge,Innodb_row_lock_current_waits,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,ops,The number of row locks currently being waited for by operations on InnoDB tables
STATUS,gauge,Innodb_row_lock_time_avg,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,24,,milliseconds,"The average time to acquire a row lock for InnoDB tables, in milliseconds"
STATUS,gauge,Innodb_row_lock_time_max,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,15694,,milliseconds,"The maximum time to acquire a row lock for InnoDB tables, in milliseconds"
STATUS,counter,Innodb_s_lock_os_waits,10.1,514267,,ops,
STATUS,counter,Innodb_x_lock_os_waits,8,0,,ops,
STATUS,gauge,Innodb_scan_data_size,5.7,670726,,bytes,Size of data in all InnoDB pages read inside a query
STATUS,gauge,Innodb_scan_deleted_recs_size,5.7,100365,,bytes,Size of deleted records in all InnoDB pages read inside a query
STATUS,gauge,Innodb_scan_pages_contiguous,5.7,19,,pages,Number of contiguous page reads in a query
STATUS,gauge,Innodb_scan_pages_disjointed,5.7,39,,pages,Number of disjointed page reads in a query
STATUS,gauge,Innodb_scan_pages_total_seek_distance,5.7,4474,,,Total seek distance when moving between pages
STATUS,counter,Innodb_scrub_background_page_reorganizations,5.7;10.1;10.2;10.3;10.4,0,,,Relates to tablespace encryption
STATUS,counter,Innodb_scrub_background_page_split_failures_missing_index,5.7;10.1;10.2;10.3;10.4,0,,,Relates to tablespace encryption
STATUS,counter,Innodb_scrub_background_page_split_failures_out_of_filespace,5.7;10.1;10.2;10.3;10.4,0,,,Relates to tablespace encryption
STATUS,counter,Innodb_scrub_background_page_split_failures_underflow,5.7;10.1;10.2;10.3;10.4,0,,,Relates to tablespace encryption
STATUS,counter,Innodb_scrub_background_page_split_failures_unknown,5.7;10.1;10.2;10.3;10.4,0,,,Relates to tablespace encryption
STATUS,counter,Innodb_scrub_background_page_splits,5.7;10.1;10.2;10.3;10.4,0,,,Relates to tablespace encryption
STATUS,counter,Innodb_scrub_log,5.7;10.2;10.3;10.4,0,,,Relates to tablespace encryption
STATUS,counter,Innodb_x_lock_os_waits,10.1,41048,,ops,
STATUS,counter,Innodb_x_lock_spin_rounds,10.1,9239269,,ops,
STATUS,cpinter,Innodb_x_lock_spin_waits,10.1,560534,,ops,
STATUS,gauge,Key_blocks_not_flushed,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,MyISAM blocks,The number of key blocks in the MyISAM key cache that have changed but have not yet been flushed to disk
STATUS,gauge,Key_blocks_unused,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,75917,key_buffer_size,MyISAM blocks,The number of unused blocks in the MyISAM key cache. You can use this value to determine how much of the key cache is in use
STATUS,gauge,Key_blocks_used,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,107163,,MyISAM blocks,The number of used blocks in the MyISAM key cache. This value is a high-water mark that indicates the maximum number of blocks that have ever been in use at one time
STATUS,gauge,Key_blocks_warm,10.1;10.2;10.3;10.4;10.5;10.6,11660,,MyISAM blocks,
STATUS,gauge,Last_query_cost,5.5;5.6;5.7;10.1;10.2;10.3;10.4;10.5;10.6,0,,cost,The total cost of the last compiled query as computed by the query optimizer. This is useful for comparing the cost of different query plans for the same query. The default value of 0 means that no query has been compiled yet. The default value is 0. Last_query_cost has session scope.
STATUS,gauge,Last_query_partial_plans,5.6;5.7,0,,ops,The number of iterations the query optimizer made in execution plan construction for the previous query. Last_query_cost has session scope.
STATUS,gauge,Max_used_connections,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,321,,connections,The maximum number of connections that have been in use simultaneously since the server started
STATUS,status,Max_used_connections_time,5.7;8.0,9/13/2021 13:01,,timestring,The time at which Max_used_connections reached its current value
STATUS,gauge,Memory_used,10.1;10.2;10.3;10.4;10.5;10.6,681328744,,,
STATUS,state,Memory_used_initial,10.3;10.4;10.5;10.6,289824616,,,
STATUS,setting,Mysqlx_address,8,::,,,
STATUS,setting,Mysqlx_compression_algorithm,8,,,,
STATUS,setting,Mysqlx_compression_level,8,,,,
STATUS,state,Mysqlx_connection_errors,8,0,,,
STATUS,setting,Mysqlx_port,8,33060,,,
STATUS,setting,Mysqlx_socket,8,/var/run/mysqld/mysqlx.sock,,,
STATUS,setting,Mysqlx_ssl_active,8,,,,
STATUS,setting,Mysqlx_ssl_cipher,8,,,,
STATUS,setting,Mysqlx_ssl_cipher_list,8,,,,
STATUS,setting,Mysqlx_ssl_ctx_verify_depth,8,9.22E+018,,,
STATUS,setting,Mysqlx_ssl_ctx_verify_mode,8,5,,,
STATUS,setting,Mysqlx_ssl_server_not_after,8,Sep 29 18:20:16 2031 GMT,,,
STATUS,setting,Mysqlx_ssl_server_not_before,8,Oct  1 18:20:16 2021 GMT,,,
STATUS,setting,Mysqlx_ssl_verify_depth,8,,,,
STATUS,setting,Mysqlx_ssl_verify_mode,8,,,,
STATUS,setting,Mysqlx_ssl_version,8,,,,
STATUS,gauge,Mysqlx_worker_threads,8,2,,,
STATUS,gauge,Mysqlx_worker_threads_active,8,0,,,
STATUS,gauge,Not_flushed_delayed_rows,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,rows,This status variable is deprecated (because DELAYED inserts are not supported); expect it to be removed in a future release
STATUS,gauge,Ongoing_anonymous_transaction_count,5.7;8.0,0,,ops,Shows the number of ongoing transactions which have been marked as anonymous. This can be used to ensure that no further transactions are waiting to be processed
STATUS,gauge,Open_files,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,2863,,ops,"The number of files that are open. This count includes regular files opened by the server. It does not include other types of files such as sockets or pipes. Also, the count does not include files that storage engines open using their own internal functions rather than asking the server level to do so"
STATUS,gauge,Open_streams,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,ops,The number of streams that are open (used mainly for logging).
STATUS,gauge,Open_table_definitions,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,2318,,ops,The number of cached table definitions
STATUS,gauge,Open_tables,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,2500,,ops,The number of tables that are open.
STATUS,gauge,Performance_schema_session_connect_attrs_longest_seen,8,146,,,
STATUS,gauge,Prepared_stmt_count,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,max_prepared_statement_count,statements,The current number of prepared statements. 
STATUS,gauge,Qcache_free_blocks,5.5;5.6;5.7;10.1;10.2;10.3;10.4;10.5;10.6,18014,,,
STATUS,gauge,Qcache_free_memory,5.5;5.6;5.7;10.1;10.2;10.3;10.4;10.5;10.6,44995688,,,
STATUS,gauge,Qcache_queries_in_cache,5.5;5.6;5.7;10.1;10.2;10.3;10.4;10.5;10.6,39964,,,
STATUS,gauge,Qcache_total_blocks,5.5;5.6;5.7;10.1;10.2;10.3;10.4;10.5;10.6,119008,,,
STATUS,gauge,Replica_open_temp_tables,8,0,,,
STATUS,gauge,Resultset_metadata_skipped,10.6,0,,,
STATUS,gauge,Rpl_semi_sync_master_clients,10.3;10.4;10.5;10.6,0,,,
STATUS,gauge,Rpl_semi_sync_master_get_ack,10.3;10.4;10.5;10.6,0,,,
STATUS,gauge,Rpl_semi_sync_master_net_avg_wait_time,10.3;10.4;10.5;10.6,0,,,
STATUS,gauge,Rpl_semi_sync_master_request_ack,10.3;10.4;10.5;10.6,0,,,
STATUS,setting,Rpl_semi_sync_master_status,10.3;10.4;10.5;10.6,OFF,,,
STATUS,gauge,Rpl_semi_sync_master_tx_avg_wait_time,10.3;10.4;10.5;10.6,0,,,
STATUS,counter,Rpl_semi_sync_master_wait_sessions,10.3;10.4;10.5;10.6,0,,,
STATUS,setting,Rpl_semi_sync_slave_status,10.3;10.4;10.5;10.6,OFF,,,
STATUS,setting,Rpl_status,5.5;10.1;10.2;10.3;10.4;10.5;10.6,AUTH_MASTER,,,
STATUS,setting,Rsa_public_key,5.6;5.7;8.0,X.509 public key,,,
STATUS,counter,Secondary_engine_execution_count,8,0,,,
STATUS,setting,Slave_heartbeat_period,5.5;5.6;5.7;10.1;10.2;10.3;10.4;10.5;10.6,0,,,
STATUS,gauge,Slave_last_heartbeat,5.6;5.7,,,,
STATUS,gauge,Slave_open_temp_tables,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,,
STATUS,gauge,Slave_received_heartbeats,5.6;5.7,0,,,
STATUS,gauge,Slave_retried_transactions,5.6;5.7,0,,,
STATUS,setting,Slave_running,5.5;5.6;5.7;10.1;10.2;10.3;10.4;10.5;10.6,OFF,,,
STATUS,gauge,Slaves_connected,10.1;10.2;10.3;10.4;10.5;10.6,0,,,
STATUS,gauge,Slaves_running,10.1;10.2;10.3;10.4;10.5;10.6,0,,,
STATUS,setting,Ssl_cipher,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,,,,
STATUS,setting,Ssl_cipher_list,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,,,,
STATUS,setting,Ssl_ctx_verify_depth,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,,
STATUS,setting,Ssl_ctx_verify_mode,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,,
STATUS,setting,Ssl_default_timeout,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,,
STATUS,gauge,Ssl_finished_connects,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,,
STATUS,setting,Ssl_server_not_after,5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,,,,
STATUS,setting,Ssl_server_not_before,5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,,,,
STATUS,setting,Ssl_session_cache_mode,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,NONE,,,
STATUS,gauge,Ssl_session_cache_size,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,,
STATUS,setting,Ssl_verify_depth,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,,
STATUS,setting,Ssl_verify_mode,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,,
STATUS,setting,Ssl_version,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,,,,
STATUS,counter,Subquery_cache_hit,10.1;10.2;10.3;10.4;10.5;10.6,55265694,,,
STATUS,counter,Subquery_cache_miss,10.1;10.2;10.3;10.4;10.5;10.6,61655196,,,
STATUS,gauge,Tc_log_max_pages_used,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,,
STATUS,setting,Tc_log_page_size,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,4096,,,
STATUS,gauge,Threadpool_idle_threads,5.7;10.1;10.2;10.3;10.4;10.5;10.6,0,,,
STATUS,gauge,Threadpool_threads,5.7;10.1;10.2;10.3;10.4;10.5;10.6,0,,,
STATUS,gauge,Threads_cached,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,234,,,
STATUS,gauge,Threads_connected,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,25,,,
STATUS,gauge,Threads_running,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,1,,,
STATUS,state,wsrep,10.4;10.5;10.6,0,,,
STATUS,gauge,wsrep_applier_thread_count,10.2;10.3;10.4;10.5;10.6,0,,,
STATUS,setting,wsrep_cluster_capabilities,10.4;10.5;10.6,,,,
STATUS,gauge,wsrep_cluster_conf_id,10.1;10.2;10.3;10.4;10.5;10.6,9.22E+018,,,
STATUS,gauge,wsrep_cluster_size,10.1;10.2;10.3;10.4;10.5;10.6,0,,,
STATUS,state,wsrep_cluster_state_uuid,10.1;10.2;10.3;10.4;10.5;10.6,,,,
STATUS,state,wsrep_cluster_status,10.1;10.2;10.3;10.4;10.5;10.6,Disconnected,,,
STATUS,setting,wsrep_connected,10.1;10.2;10.3;10.4;10.5;10.6,OFF,,,
STATUS,gauge,wsrep_local_bf_aborts,10.1;10.2;10.3;10.4;10.5;10.6,0,,,
STATUS,state,wsrep_local_index,10.1;10.2;10.3;10.4;10.5;10.6,9.22E+018,,,
STATUS,setting,wsrep_provider_capabilities,10.4;10.5;10.6,,,,
STATUS,setting,wsrep_provider_name,10.1;10.2;10.3;10.4;10.5;10.6,,,,
STATUS,setting,wsrep_provider_vendor,10.1;10.2;10.3;10.4;10.5;10.6,,,,
STATUS,settgin,wsrep_provider_version,10.1;10.2;10.3;10.4;10.5;10.6,,,,
STATUS,setting,wsrep_ready,10.1;10.2;10.3;10.4;10.5;10.6,OFF,,,
STATUS,gauge,wsrep_rollbacker_thread_count,10.2;10.3;10.4;10.5;10.6,0,,,
STATUS,gauge,wsrep_thread_count,10.1;10.2;10.3;10.4;10.5;10.6,0,,,
VARS,,activate_all_roles_on_login,8,OFF,,,
VARS,,admin_address,8,,,,
VARS,,admin_port,8,33062,,,
VARS,,admin_ssl_ca,8,,,,
VARS,,admin_ssl_capath,8,,,,
VARS,,admin_ssl_cert,8,,,,
VARS,,admin_ssl_cipher,8,,,,
VARS,,admin_ssl_crl,8,,,,
VARS,,admin_ssl_crlpath,8,,,,
VARS,,admin_ssl_key,8,,,,
VARS,,admin_tls_ciphersuites,8,,,,
VARS,,admin_tls_version,8,"TLSv1,TLSv1.1,TLSv1.2,TLSv1.3",,,
VARS,,alter_algorithm,10.3;10.4;10.5;10.6,DEFAULT,,,
VARS,,analyze_sample_percentage,10.4;10.5;10.6,100,,percentage,Percentage of rows from the table ANALYZE TABLE will sample to collect table statistics. Set to 0 to let MariaDB decide what percentage of rows to sample.
VARS,,aria_block_size,10.1;10.2;10.3;10.4;10.5;10.6,8192,,bytes,Block size for Aria index pages.
VARS,,aria_checkpoint_interval,10.1;10.2;10.3;10.4;10.5;10.6,30,,seconds,Interval in seconds between automatic checkpoints.
VARS,,aria_checkpoint_log_activity,10.1;10.2;10.3;10.4;10.5;10.6,1048576,,bytes,Number of bytes that the transaction log has to grow between checkpoints before a new checkpoint is written to the log
VARS,setting,aria_encrypt_tables,10.1;10.2;10.3;10.4;10.5;10.6,OFF,,ONOFF,
VARS,,aria_force_start_after_recovery_failures,10.1;10.2;10.3;10.4;10.5;10.6,0,,number,Number of consecutive log recovery failures after which logs will be automatically deleted to cure the problem; 0 (the default) disables the feature
VARS,,aria_group_commit,10.1;10.2;10.3;10.4;10.5;10.6,none,,text,Specifies Aria group commit mode  none / hard / soft 
VARS,,aria_group_commit_interval,10.1;10.2;10.3;10.4;10.5;10.6,0,aria_group_commit,microseconds,Interval between Aria group commits in microseconds
VARS,,aria_log_file_size,10.1;10.2;10.3;10.4;10.5;10.6,1073741824,,bytes,Limit for Aria transaction log size
VARS,,aria_log_purge_type,10.1;10.2;10.3;10.4;10.5;10.6,immediate,,,
VARS,,aria_max_sort_file_size,10.1;10.2;10.3;10.4;10.5;10.6,9.22E+018,,,
VARS,,aria_page_checksum,10.1;10.2;10.3;10.4;10.5;10.6,ON,,,
VARS,,aria_pagecache_age_threshold,10.1;10.2;10.3;10.4;10.5;10.6,300,,,
VARS,,aria_pagecache_buffer_size,10.1;10.2;10.3;10.4;10.5;10.6,134217728,,,
VARS,,aria_pagecache_division_limit,10.1;10.2;10.3;10.4;10.5;10.6,100,,,
VARS,,aria_pagecache_file_hash_size,10.1;10.2;10.3;10.4;10.5;10.6,512,,,
VARS,,aria_recover,10.1,NORMAL,,,
VARS,,aria_recover_options,10.2;10.3;10.4;10.5;10.6,"BACKUP,QUICK",,,
VARS,,aria_repair_threads,10.1;10.2;10.3;10.4;10.5;10.6,1,,,
VARS,,aria_sort_buffer_size,10.1;10.2;10.3;10.4;10.5;10.6,268434432,,,
VARS,,aria_stats_method,10.1;10.2;10.3;10.4;10.5;10.6,nulls_unequal,,,
VARS,,aria_sync_log_dir,10.1;10.2;10.3;10.4;10.5;10.6,NEWFILE,,,
VARS,,aria_used_for_temp_tables,10.1;10.2;10.3;10.4;10.5;10.6,ON,,,
VARS,,auto_generate_certs,5.7;8.0,ON,,,
VARS,setting,auto_increment_increment,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,1,,number,Current increment to identity numbers
VARS,,auto_increment_offset,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,1,,number,Current starting point for identity numbers
VARS,,autocommit,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,ON,,ONOFF,
VARS,,automatic_sp_privileges,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,ON,,,
VARS,,avoid_temporal_upgrade,5.6;5.7;8.0,OFF,,,
VARS,,back_log,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,450,,,
VARS,,basedir,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,/usr/,,,
VARS,,big_tables,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,OFF,,,
VARS,,bind_address,5.6;5.7;8.0;10.3;10.4;10.5;10.6,*,,,
VARS,,binlog_annotate_row_events,10.1;10.2;10.3;10.4;10.5;10.6,ON,,,
VARS,,binlog_cache_size,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,32768,,bytes,
VARS,,binlog_checksum,5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,CRC32,,text,Enabling this option causes the source to write checksums for events written to the binary log CRC32 / NONE
VARS,,binlog_commit_wait_count,10.1;10.2;10.3;10.4;10.5;10.6,0,,,
VARS,,binlog_commit_wait_usec,10.1;10.2;10.3;10.4;10.5;10.6,100000,,,
VARS,,binlog_direct_non_transactional_updates,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,OFF,,ONOFF,
VARS,,binlog_encryption,8,OFF,,,
VARS,,binlog_error_action,5.6;5.7;8.0,ABORT_SERVER,,,
VARS,,binlog_expire_logs_seconds,8.0;10.6,2592000,,,
VARS,,binlog_file_cache_size,10.3;10.4;10.5;10.6,16384,,,
VARS,,binlog_format,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,MIXED,,,
VARS,,binlog_group_commit_sync_delay,5.7;8.0,0,,,
VARS,,binlog_group_commit_sync_no_delay_count,5.7;8.0,0,,,
VARS,,binlog_gtid_simple_recovery,5.6;5.7;8.0,ON,,,
VARS,,binlog_max_flush_queue_time,5.6;5.7;8.0,0,,,
VARS,,binlog_optimize_thread_scheduling,10.1;10.2;10.3;10.4;10.5;10.6,ON,,,
VARS,,binlog_order_commits,5.6;5.7;8.0,ON,,,
VARS,,binlog_rotate_encryption_master_key_at_startup,8,OFF,,,
VARS,,binlog_row_event_max_size,8,8192,,bytes,maximum size of a row-based binary log event
VARS,,binlog_row_image,5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,FULL,,,
VARS,,binlog_row_metadata,8.0;10.5;10.6,NO_LOG,,,
VARS,,binlog_row_value_options,8,,,,
VARS,,binlog_rows_query_log_events,5.6;5.7;8.0,OFF,,,
VARS,,binlog_skip_flush_commands,5.7,OFF,,,
VARS,,binlog_space_limit,5.7,0,,,
VARS,,binlog_stmt_cache_size,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,32768,,,
VARS,,binlog_transaction_compression,8,OFF,,,
VARS,,binlog_transaction_compression_level_zstd,8,3,,,
VARS,,binlog_transaction_dependency_history_size,5.7;8.0,25000,,,
VARS,,binlog_transaction_dependency_tracking,5.7;8.0,COMMIT_ORDER,,,
VARS,,binlogging_impossible_mode,5.6,IGNORE_ERROR,,,
VARS,,block_encryption_mode,5.6;5.7;8.0,aes-128-ecb,,,
VARS,,bulk_insert_buffer_size,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,8388608,,,
VARS,,caching_sha2_password_auto_generate_rsa_keys,8,ON,,,
VARS,,caching_sha2_password_digest_rounds,8,5000,,,
VARS,,caching_sha2_password_private_key_path,8,private_key.pem,,,
VARS,,caching_sha2_password_public_key_path,8,public_key.pem,,,
VARS,,character_set_client,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,utf8mb4,,character set,
VARS,,character_set_connection,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,utf8mb4,,character set,
VARS,,character_set_database,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,utf8,,character set,
VARS,,character_set_filesystem,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,binary,,character set,
VARS,,character_set_results,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,utf8mb4,,character set,
VARS,,character_set_server,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,utf8,,character set,
VARS,,character_set_system,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,utf8,,character set,
VARS,,character_sets_dir,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,/usr/share/mysql/charsets/,,path,
VARS,,check_constraint_checks,10.2;10.3;10.4;10.5;10.6,ON,,ONOFF,
VARS,,check_proxy_users,5.7;8.0,OFF,,ONOFF,
VARS,,collation_connection,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,utf8mb4_unicode_ci,,collation,
VARS,,collation_database,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,utf8_general_ci,,collation,
VARS,,collation_server,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,utf8_general_ci,,collation,
VARS,,column_compression_threshold,10.3;10.4;10.5;10.6,100,,,
VARS,,column_compression_zlib_level,10.3;10.4;10.5;10.6,6,,,
VARS,,column_compression_zlib_strategy,10.3;10.4;10.5;10.6,DEFAULT_STRATEGY,,text,
VARS,,column_compression_zlib_wrap,10.3;10.4;10.5;10.6,OFF,,ONOFF,
VARS,,completion_type,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,NO_CHAIN,,text,
VARS,,concurrent_insert,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,AUTO,,AUTO,
VARS,,connect_timeout,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,10,,,
VARS,,core_file,5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,OFF,,ONOFF,
VARS,,create_admin_listener_thread,8,OFF,,ONOFF,
VARS,,csv_mode,5.7,,,,
VARS,,cte_max_recursion_depth,8,1000,,number,
VARS,,datadir,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,/var/lib/mysql/,,path,
VARS,,date_format,5.5;5.6;5.7;10.1;10.2;10.3;10.4;10.5;10.6,%Y-%m-%d,,date format,
VARS,,datetime_format,5.5;5.6;5.7;10.1;10.2;10.3;10.4;10.5;10.6,%Y-%m-%d %H:%i:%s,,date format,
VARS,,deadlock_search_depth_long,10.1;10.2;10.3;10.4;10.5;10.6,15,,number,
VARS,,deadlock_search_depth_short,10.1;10.2;10.3;10.4;10.5;10.6,4,,number,
VARS,,deadlock_timeout_long,10.1;10.2;10.3;10.4;10.5;10.6,50000000,,,
VARS,,deadlock_timeout_short,10.1;10.2;10.3;10.4;10.5;10.6,10000,,,
VARS,,debug_no_thread_alarm,10.1;10.2;10.3;10.4;10.5;10.6,OFF,,ONOFF,
VARS,,default_authentication_plugin,5.7;8.0,mysql_native_password,,text,
VARS,,default_collation_for_utf8mb4,8,utf8mb4_0900_ai_ci,,collation,
VARS,,default_master_connection,10.1;10.2;10.3;10.4;10.5;10.6,,,,
VARS,,default_password_lifetime,5.7;8.0;10.4;10.5;10.6,0,,,
VARS,,default_regex_flags,10.1;10.2;10.3;10.4;10.5;10.6,,,text,
VARS,,default_storage_engine,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,MyISAM,,text,
VARS,,default_table_encryption,8,OFF,,ONOFF,
VARS,,default_tmp_storage_engine,5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,,,text,
VARS,,default_week_format,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,,
VARS,,delay_key_write,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,ON,,ONOFF,"ON/OFF/ALL Specifies how MyISAM tables handles CREATE TABLE DELAY_KEY_WRITE. If set to ON, the default, any DELAY KEY WRITEs are honored. The key buffer is then flushed only when the table closes, speeding up writes"
VARS,,delayed_insert_limit,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,100,,,
VARS,,delayed_insert_timeout,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,300,,,
VARS,,delayed_queue_size,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,1000,,,
VARS,,disabled_storage_engines,5.7;8.0,,,text,
VARS,,disconnect_on_expired_password,5.6;5.7;8.0;10.4;10.5;10.6,ON,,ONOFF,
VARS,,div_precision_increment,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,4,,,
VARS,,encrypt_binlog,5.7;10.1;10.2;10.3;10.4;10.5;10.6,OFF,,ONOFF,
VARS,,encrypt_tmp_disk_tables,10.1;10.2;10.3;10.4;10.5;10.6,OFF,,ONOFF,
VARS,,encrypt_tmp_files,5.7;10.1;10.2;10.3;10.4;10.5;10.6,OFF,,ONOFF,
VARS,,end_markers_in_json,5.6;5.7;8.0,OFF,,ONOFF,
VARS,,enforce_gtid_consistency,5.6;5.7;8.0,OFF,,ONOFF,
VARS,,enforce_storage_engine,5.7;10.1;10.2;10.3;10.4;10.5;10.6,,,,
VARS,,engine_condition_pushdown,5.5,ON,,ONOFF,
VARS,,eq_range_index_dive_limit,5.6;5.7;8.0;10.2;10.3;10.4;10.5;10.6,0,,,
VARS,,error_count,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,,
VARS,,event_scheduler,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,OFF,,ONOFF,
VARS,,expand_fast_index_creation,5.7,OFF,,ONOFF,
VARS,,expensive_subquery_limit,10.1;10.2;10.3;10.4;10.5;10.6,100,,,
VARS,,expire_logs_days,5.5;5.6;5.7;8.0;10.1;10.2;10.3;10.4;10.5;10.6,0,,,
